elbow_angle,front_knee,bat_angle,hip_rotation,head_drift,back_lift,class,video
155.4878491767463,40.196502083021485,91.58479109456293,3.538161990371291,103.04162949323654,39.836108684539795,Cover Drive,aug_slow_down_223_cover (390).mp4
60.58071425712213,155.37619395216413,80.82113454713308,176.87961660069374,125.68503324873745,71.49708867073059,Cover Drive,aug_speed_up_549_cover (113).mp4
126.5760709733589,167.32664049852565,106.47916776309565,37.05267160618675,45.80823928117752,17.997992038726807,Cover Drive,cover (125).mp4
130.32463150868645,141.88668147964378,91.35977479483937,11.54912064354128,111.8107408285141,6.1342984437942505,Cover Drive,aug_mirror_405_cover (393).mp4
41.5204440430672,71.5590776634066,89.69238523408247,20.283905459714664,92.5792895257473,20.30003070831299,Cover Drive,aug_slow_down_552_cover (513).mp4
138.62104285316278,168.70627691185845,128.86522785664505,154.25109915946024,95.74550539255142,74.40404146909714,Cover Drive,cover (514).mp4
128.1269733925266,142.04908113206767,68.53425073372355,154.96946972218277,91.16430282592773,68.7094122171402,Cover Drive,cover (66).mp4
139.0548388596417,176.61588779364405,67.81826763033715,23.417767770429588,125.62611382454634,107.77500327676535,Cover Drive,aug_mirror_74_cover (125).mp4
79.41734139577343,143.6785217088614,57.49243082044959,171.59748236403672,133.80077052861452,90.60731306672096,Cover Drive,cover (33).mp4
159.74463005991439,157.30535672081467,113.05047346916403,147.42878867720833,70.74801288545132,62.30984777212143,Cover Drive,cover (118).mp4
168.8563017902066,177.6479474435868,88.34948077349877,1.8621706452868683,44.73376125097275,27.12085396051407,Pull Shot,aug_speed_up_479_pull (428).mp4
171.74682794821462,25.527862460809974,136.49403231067177,39.229094475720004,83.66123661398888,43.895259499549866,Pull Shot,pull (445).mp4
118.54130112975686,176.06551862221778,71.0835691408658,87.17378860152056,87.07458972930908,17.233747243881226,Pull Shot,pull (98).mp4
49.64434992293243,10.521082084344846,126.48312713507372,9.564173058585528,64.2287626862526,107.14665502309799,Pull Shot,aug_slow_down_473_pull (7).mp4
166.02362186833858,109.4529417656901,47.87307869462856,105.07906638166025,45.278020203113556,6.987006962299347,Pull Shot,pull (8).mp4
123.5826041275154,177.77019959724788,90.74005435754381,7.287285656935742,91.77717566490173,12.825164198875427,Pull Shot,aug_speed_up_192_pull (43).mp4
166.51278707863736,161.9608604114838,49.36667555145851,103.53497994348751,114.17889520525932,0.0,Pull Shot,aug_slow_down_30_pull (146).mp4
131.30377169289267,165.18521861166508,71.75359914619801,65.10957155449486,88.10505494475365,67.01545864343643,Pull Shot,aug_mirror_220_pull (86).mp4
175.54546459470072,71.8096466527323,89.94748969603059,162.5746083074473,57.14155733585358,44.60173323750496,Pull Shot,aug_mirror_71_pull (106).mp4
176.51721386908582,156.2497142926548,95.32915204911083,149.7168550439288,53.324656933546066,7.21173882484436,Pull Shot,pull (457).mp4
151.6640109346607,152.34151926636855,87.09734172581909,87.56755704135828,41.900116205215454,101.9415333867073,Cut Shot,cut (476).mp4
103.92590439901514,160.16498547238683,59.50086159008733,167.60127626256775,96.75642848014832,59.71297174692154,Cut Shot,cut (236).mp4
10.654631032575088,177.51652877111295,97.39791954197226,5.0488229446249715,56.038159877061844,0.0,Cut Shot,cut (115).mp4
98.75032403821334,168.05854950244787,115.07477752079606,157.66370087044905,93.12237501144409,55.46378195285797,Cut Shot,cut (974).mp4
161.21076794516176,118.7061839385349,81.47055480691694,83.30155445728158,75.87905749678612,26.56532973051071,Cut Shot,cut (66).mp4
